"","Date","Stream","Reach","Transect","Quadrat","Order","Family","Count","Size"
"1","2/26/2022","NM",1,5,2,"Ephemeroptera","Heptageniidae",1,5
"2","2/26/2022","NM",1,5,2,"Ephemeroptera","Baetidae",1,5
"3","2/26/2022","NM",1,5,2,"Plecoptera","Capniidae",1,5
"4","2/26/2022","NM",1,3,1,"Ephemeroptera","Heptageniidae",1,5
"5","2/26/2022","NM",1,3,1,"Plecoptera","Perlidae ",1,5
"6","2/26/2022","NM",4,1,1,"Ephemeroptera","Heptageniidae",1,1
"7","2/26/2022","NM",4,1,1,"Ephemeroptera","Heptageniidae",1,5
"8","2/26/2022","NM",4,1,1,"Ephemeroptera","Ephemerellidae",1,5
"9","3/10/2022","NM",4,2,1,"Plecoptera","Perlidae ",1,10
"10","3/11/2022","NM",5,1,2,"Plecoptera","Perlidae ",1,10
"11","3/11/2022","NM",5,1,2,"Ephemeroptera","Heptageniidae",1,5
"12","3/11/2022","NM",5,1,2,"Ephemeroptera","Heptageniidae",1,5
"13","3/11/2022","NM",5,1,2,"Ephemeroptera","Ephemeridae",1,1
"14","3/10/2022","NM",4,1,1,"Ephemeroptera","Heptageniidae",1,10
"15","3/10/2022","NM",4,1,1,"Ephemeroptera","Heptageniidae",1,5
"16","3/10/2022","NM",4,1,1,"Plecoptera","Perlodidae",1,5
"17","3/10/2022","NM",4,1,1,"Ephemeroptera","Baetidae",1,5
"18","3/10/2022","NM",4,1,1,"Ephemeroptera","Baetidae",1,5
"19","3/10/2022","NM",1,3,1,"Ephemeroptera","Heptageniidae",1,10
"20","3/10/2022","NM",1,3,1,"Plecoptera","Perlodidae",1,5
"21","3/10/2022","NM",1,3,1,"Ephemeroptera","Leptophlebiidae",1,5
"22","3/10/2022","NM",1,3,1,"Ephemeroptera","Leptophlebiidae",1,5
"23","3/10/2022","NM",1,3,1,"Trichoptera","Hydropsychidae",1,5
"24","3/10/2022","NM",1,3,1,"Trichoptera","Hydropsychidae",1,5
"25","3/10/2022","NM",1,3,1,"Trichoptera","Rhyacophilidae",1,5
"26","3/11/2022","NM",3,3,2,"Plecoptera","Perlidae ",1,10
"27","3/11/2022","NM",3,3,2,"Ephemeroptera","Leptophlebiidae",1,5
"28","3/11/2022","NM",3,3,2,"Ephemeroptera","Heptageniidae",1,5
"29","3/11/2022","NM",3,3,2,"Ephemeroptera","Heptageniidae",1,1
"30","3/11/2022","NM",3,3,2,"Ephemeroptera","Heptageniidae",1,5
"31","3/11/2022","NM",3,3,2,"Ephemeroptera","Heptageniidae",1,5
"32","3/11/2022","NM",3,3,2,"Plecoptera","Perlodidae",1,5
"33","3/11/2022","NM",3,3,2,"Ephemeroptera","Baetidae",1,5
"34","3/11/2022","NM",5,2,2,"Plecoptera","Perlodidae",1,5
"35","3/11/2022","NM",5,2,2,"Ephemeroptera","Heptageniidae",1,1
"36","3/11/2022","NM",5,5,1,"Ephemeroptera","Heptageniidae",1,5
"37","3/11/2022","NM",5,5,1,"Ephemeroptera","Heptageniidae",1,5
"38","3/11/2022","NM",5,5,1,"Ephemeroptera","Heptageniidae",1,5
"39","3/11/2022","NM",5,5,1,"Ephemeroptera","Heptageniidae",1,1
"40","3/11/2022","NM",5,5,1,"Ephemeroptera","Leptophlebiidae",1,5
"41","3/11/2022","NM",5,5,1,"Plecoptera","Capniidae",1,5
"42","3/11/2022","NM",5,5,1,"Plecoptera","Perlodidae",1,5
"43","3/11/2022","NM",5,3,1,"Plecoptera","Perlodidae",1,5
"44","3/11/2022","NM",5,3,1,"Plecoptera","Perlodidae",1,1
"45","3/10/2022","NM",1,3,2,"Ephemeroptera","Heptageniidae",1,10
"46","3/10/2022","NM",1,3,2,"Ephemeroptera","Heptageniidae",1,10
"47","3/10/2022","NM",1,3,2,"Ephemeroptera","Heptageniidae",1,5
"48","3/10/2022","NM",1,3,2,"Trichoptera","Hydropsychidae",1,5
"49","3/10/2022","NM",4,4,2,"Ephemeroptera","Baetidae",1,5
"50","3/10/2022","NM",4,4,2,"Ephemeroptera","Baetidae",1,1
"51","3/10/2022","NM",4,4,2,"Ephemeroptera","Heptageniidae",1,5
"52","3/10/2022","NM",4,4,2,"Ephemeroptera","Heptageniidae",1,1
"53","3/10/2022","NM",4,4,2,"Ephemeroptera","Heptageniidae",1,5
"54","3/10/2022","NM",4,4,2,"Plecoptera","Perlodidae",1,5
"55","3/10/2022","NM",4,4,2,"Plecoptera","Perlodidae",1,5
"56","3/11/2022","NM",3,5,2,"Ephemeroptera","Heptageniidae",1,5
"57","3/11/2022","NM",3,5,2,"Ephemeroptera","Heptageniidae",1,5
"58","3/11/2022","NM",3,5,2,"Ephemeroptera","Heptageniidae",1,5
"59","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,5
"60","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,5
"61","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,5
"62","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,5
"63","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,5
"64","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,5
"65","3/11/2022","NM",3,5,2,"Ephemeroptera","Baetidae",1,1
"66","3/11/2022","NM",3,5,2,"Trichoptera","Philopotamidae",1,5
"67","3/11/2022","NM",3,4,1,"Plecoptera","Perlidae ",1,10
"68","3/11/2022","NM",3,4,1,"Plecoptera","Perlidae ",1,10
"69","3/11/2022","NM",3,4,1,"Plecoptera","Perlidae ",1,5
"70","3/11/2022","NM",3,4,1,"Plecoptera","Perlidae ",1,5
"71","3/11/2022","NM",3,4,1,"Plecoptera","Perlidae ",1,5
"72","3/11/2022","NM",3,4,1,"Plecoptera","Perlidae ",1,10
"73","3/11/2022","NM",3,4,1,"Ephemeroptera","Heptageniidae",1,5
"74","3/11/2022","NM",3,4,1,"Ephemeroptera","Heptageniidae",1,5
"75","3/11/2022","NM",3,4,1,"Ephemeroptera","Heptageniidae",1,5
"76","3/11/2022","NM",3,4,1,"Ephemeroptera","Heptageniidae",1,1
"77","3/11/2022","NM",3,4,1,"Plecoptera","Perlodidae",1,5
"78","3/11/2022","NM",3,4,1,"Ephemeroptera","Baetidae",1,5
"79","3/11/2022","NM",5,4,2,"Ephemeroptera","Heptageniidae",1,1
"80","3/11/2022","NM",5,4,2,"Ephemeroptera","Heptageniidae",1,1
"81","3/11/2022","NM",5,4,2,"Ephemeroptera","Heptageniidae",1,5
"82","3/11/2022","NM",5,4,2,"Ephemeroptera","Heptageniidae",1,5
"83","3/11/2022","NM",5,4,2,"Ephemeroptera","Heptageniidae",1,5
"84","3/11/2022","NM",5,4,2,"PLecoptera","Perlodidae",1,5
"85","3/11/2022","NM",5,4,2,"PLecoptera","Leuctridae",1,5
"86","3/11/2022","NM",5,4,2,"Ephemeroptera","Baetidae",1,1
"87","3/11/2022","NM",5,4,2,"Ephemeroptera","Baetidae",1,1
"88","3/11/2022","NM",5,4,2,"Ephemeroptera","Baetidae",1,5
"89","3/11/2022","NM",2,1,2,"Ephemeroptera","Leptohyphidae",1,5
"90","3/11/2022","NM",2,1,2,"PLecoptera","Perlodidae",1,10
"91","3/11/2022","NM",3,5,1,"plecoptera","Perlidae ",1,10
"92","3/11/2022","NM",3,5,1,"Ephemeroptera","Heptageniidae",1,5
"93","3/11/2022","NM",3,5,1,"Ephemeroptera","Heptageniidae",1,1
"94","3/11/2022","NM",3,5,1,"Ephemeroptera","Heptageniidae",1,5
"95","3/11/2022","NM",3,5,1,"Ephemeroptera","Heptageniidae",1,1
"96","3/11/2022","NM",3,5,1,"Trichoptera","Hydropsychidae",1,5
"97","3/11/2022","NM",3,5,1,"Ephemeroptera","Leptophlebiidae",1,5
"98","3/11/2022","NM",3,5,1,"Ephemeroptera","Leptohyphidae",1,5
"99","3/11/2022","NM",3,5,1,"Ephemeroptera","Baetidae",1,5
"100","3/11/2022","NM",3,5,1,"Ephemeroptera","Baetidae",1,1
"101","3/11/2022","NM",5,1,1,"plecoptera","Perlidae ",1,10
"102","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"103","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"104","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"105","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,1
"106","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"107","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"108","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,1
"109","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,1
"110","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"111","3/11/2022","NM",5,1,1,"Ephemeroptera","Heptageniidae",1,5
"112","3/11/2022","NM",5,1,1,"plecoptera","Perlodidae",1,5
"113","3/11/2022","NM",5,1,1,"plecoptera","Perlodidae",1,5
"114","3/11/2022","NM",5,1,1,"Ephemeroptera","Leptohyphidae",1,5
"115","3/11/2022","NM",5,1,1,"Ephemeroptera","Leptohyphidae",1,5
"116","3/10/2022","NM",1,2,2,"plecoptera","Perlodidae",1,5
"117","3/10/2022","NM",1,2,2,"plecoptera","Perlodidae",1,5
"118","3/10/2022","NM",1,2,2,"plecoptera","Perlodidae",1,5
"119","3/10/2022","NM",1,2,2,"plecoptera","Perlidae ",1,10
"120","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"121","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"122","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"123","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"124","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"125","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,1
"126","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,1
"127","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"128","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"129","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"130","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"131","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"132","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"133","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"134","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"135","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"136","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"137","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"138","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"139","3/10/2022","NM",1,2,2,"Ephemeroptera","Heptageniidae",1,5
"140","3/10/2022","NM",1,2,2,"Ephemeroptera","Baetidae",1,5
"141","3/10/2022","NM",1,2,2,"Ephemeroptera","Baetidae",1,5
"142","3/10/2022","NM",1,2,2,"Ephemeroptera","Baetidae",1,5
"143","3/10/2022","NM",1,2,2,"Ephemeroptera","Baetidae",1,5
"144","3/10/2022","NM",1,2,2,"Ephemeroptera","Baetidae",1,5
"145","3/10/2022","NM",1,2,2,"Ephemeroptera","Baetidae",1,5
"146","3/10/2022","NM",1,2,2,"Ephemeroptera","Leptohyphidae",1,5
"147","3/10/2022","NM",1,2,2,"Ephemeroptera","Leptophlebiidae",1,1
"148","3/10/2022","NM",1,2,2,"Trichoptera","Dipseudopsidae",1,5
"149","3/10/2022","NM",1,1,2,"Ephemeroptera","Heptageniidae",1,1
"150","3/10/2022","NM",1,1,2,"Ephemeroptera","Heptageniidae",1,1
"151","3/10/2022","NM",1,1,2,"Ephemeroptera","Heptageniidae",1,5
"152","3/10/2022","NM",1,1,2,"Ephemeroptera","Leptophlebiidae",1,5
"153","3/10/2022","NM",1,1,2,"Ephemeroptera","Leptophlebiidae",1,5
"154","3/10/2022","NM",1,4,2,"Ephemeroptera","Heptageniidae",1,5
"155","3/10/2022","NM",1,4,2,"Ephemeroptera","Heptageniidae",1,1
"156","3/10/2022","NM",1,4,2,"Ephemeroptera","Leptophlebiidae",1,5
"157","3/11/2022","NM",2,1,1,"Ephemeroptera","baetidae",1,1
"158","3/11/2022","NM",2,1,1,"plecoptera","Perlodidae",1,1
"159","3/11/2022","NM",2,5,2,"Ephemeroptera","Heptageniidae",1,5
"160","3/11/2022","NM",2,5,2,"Ephemeroptera","baetidae",1,1
"161","3/20/2022","SM ",4,1,1,"Ephemeroptera","Heptageniidae",1,10
"162","3/20/2022","SM ",4,1,1,"Ephemeroptera","Heptageniidae",1,10
"163","3/20/2022","SM ",4,1,1,"Ephemeroptera","Heptageniidae",1,5
"164","3/20/2022","SM ",4,1,1,"Ephemeroptera","Heptageniidae",1,5
"165","3/20/2022","SM ",4,1,1,"Ephemeroptera","Heptageniidae",1,5
"166","3/20/2022","SM ",4,1,1,"Ephemeroptera","Ephemerellidae",1,5
"167","3/20/2022","SM ",4,1,1,"Ephemeroptera","Leptohyphidae",1,10
"168","3/20/2022","SM",2,1,1,"Plecoptera","Perlidae",1,5
"169","3/20/2022","SM",2,1,1,"Ephemoptera","Heptageniidae",1,5
"170","3/20/2022","SM",2,1,1,"Ephemoptera","Heptageniidae",6,5
"171","3/20/2022","SM",2,1,1,"Ephemoptera","Heptageniidae",1,1
"172","3/20/2022","SM",2,1,1,"Ephemoptera","Leptophlebiidae",1,5
"173","3/20/2022","SM",2,1,1,"Trichoptera","Hydropsychidae ",2,5
"174","3/20/2022","SM",2,1,1,"Trichoptera","Rhyacophilidae",1,5
"175","2/26/2022","NM",2,2,2,"Ephemoptera","Heptageniidae",1,10
"176","2/26/2022","NM",2,2,2,"Ephemoptera","Heptageniidae",1,5
"177","2/26/2022","NM",2,2,2,"Plecoptera","Perlodidae",1,5
"178","2/26/2022","NM",2,2,2,"Ephemoptera","Leptophlebiidae",2,5
"179","3/11/2022","NM",5,4,1,"Ephemoptera","Heptageniidae",4,1
"180","3/11/2022","NM",5,4,1,"Ephemoptera","Heptageniidae",3,5
"181","3/11/2022","NM",5,4,1,"Ephemoptera","Baetidae",2,5
"182","3/11/2022","NM",5,4,1,"Plecoptera","Perlidae",1,5
"183","3/11/2022","NM",5,4,1,"Plecoptera","Chloroperlidae",1,5
"184","3/11/2022","NM",5,4,1,"Trichoptera","Rhyacophilidae",1,5
"185","3/11/2022","NM",3,4,2,"Ephemoptera","Heptageniidae",1,1
"186","3/11/2022","NM",3,4,2,"Ephemoptera","Heptageniidae",1,5
"187","3/11/2022","NM",3,4,2,"Ephemoptera","Heptageniidae",1,1
"188","3/11/2022","NM",3,4,2,"Ephemoptera","Heptageniidae",1,1
"189","3/11/2022","NM",3,4,2,"Ephemoptera","Heptageniidae",1,1
"190","3/11/2022","NM",3,4,2,"Ephemoptera","Ephemerellidae",1,1
"191","3/11/2022","NM",3,4,2,"Ephemoptera","Leptophlebiidae",1,1
"192","3/11/2022","NM",3,4,2,"Plecoptera","Perlodidae",1,1
"193","3/11/2022","NM",3,4,2,"Plecoptera","Capniidae",1,1
"194","3/11/2022","NM",3,4,2,"Trichoptera","Philopotamidae",1,1
"195","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,10
"196","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,10
"197","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,5
"198","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,5
"199","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,5
"200","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"201","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"202","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"203","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"204","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"205","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"206","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"207","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"208","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"209","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"210","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"211","3/11/2022","NM",3,2,1,"Ephemeroptera","Heptageniidae",1,1
"212","3/11/2022","NM",3,2,1,"Ephemeroptera","Leptophlebiidae",1,1
"213","3/11/2022","NM",3,2,1,"Ephemeroptera","Leptophlebiidae",1,1
"214","3/11/2022","NM",3,2,1,"Ephemeroptera","Leptophlebiidae",1,1
"215","3/11/2022","NM",3,2,1,"Ephemeroptera","Leptophlebiidae",1,1
"216","3/11/2022","NM",3,2,1,"Plecoptera","Perlodidae",1,1
"217","3/11/2022","NM",3,2,1,"Plecoptera","Perlodidae",1,1
"218","3/11/2022","NM",3,2,1,"Plecoptera","Perlodidae",1,1
"219","3/11/2022","NM",3,2,1,"Plecoptera","Perlodidae",1,1
"220","3/11/2022","NM",3,2,1,"Plecoptera","Perlidae",1,1
"221","3/11/2022","NM",2,3,1,"Ephemeroptera","Leptophlebiidae",1,1
"222","3/11/2022","NM",2,3,1,"Plecoptera","Perlodidae",1,1
"223","3/11/2022","NM",2,3,1,"Trichoptera","Philopotamidae",1,1
"224","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,5
"225","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,1
"226","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,1
"227","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,1
"228","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,1
"229","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,1
"230","3/11/2022","NM",3,1,2,"Ephemeroptera","Heptageniidae",1,1
"231","3/11/2022","NM",3,1,2,"Ephemeroptera","Leptophlebiidae",1,1
"232","3/11/2022","NM",3,1,2,"Ephemeroptera","Leptohyphidae",1,1
"233","3/11/2022","NM",3,1,2,"Plecoptera","Perlidae",1,5
"234","3/11/2022","NM",3,1,2,"Plecoptera","Perlodidae",1,1
"235","3/11/2022","NM",3,1,2,"Plecoptera","Perlodidae",1,1
"236","3/11/2022","NM",3,1,2,"Trichoptera","Philopotamidae",1,1
"237","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"238","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"239","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"240","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"241","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"242","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"243","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"244","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"245","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"246","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"247","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"248","3/10/2022","NM",4,5,2,"Ephemeroptera","Heptageniidae",1,1
"249","3/10/2022","NM",4,5,2,"Ephemeroptera","Caenidae",1,1
"250","3/10/2022","NM",4,5,2,"Ephemeroptera","Caenidae",1,1
"251","3/10/2022","NM",4,5,2,"Trichoptera","Dipseudopsidae",1,1
"252","3/10/2022","NM",4,5,2,"Trichoptera","Dipseudopsidae",1,1
"253","3/10/2022","NM",4,5,2,"Trichoptera","Philopotamidae",1,1
"254","3/10/2022","NM",4,5,2,"Plecoptera","Perlodidae",1,1
"255","3/11/2022","NM",2,2,1,"Ephemeroptera","Heptageniidae",1,1
"256","3/11/2022","NM",2,2,1,"Ephemeroptera","Heptageniidae",1,1
"257","3/11/2022","NM",2,2,1,"Ephemeroptera","Heptageniidae",1,10
"258","3/11/2022","NM",2,2,1,"Ephemeroptera","Leptophlebiidae",1,1
"259","3/11/2022","NM",2,2,1,"Plecoptera","Perlodidae",1,1
"260","2/20/2022","SM",5,3,1,"Plecoptera","Perlodidae",1,1
"261","2/20/2022","SM",5,3,1,"Plecoptera","Perlodidae",1,1
"262","2/20/2022","SM",3,1,1,"Plecoptera","Pteronarcyidae",1,1
"263","2/20/2022","SM ",3,1,1,"Ephemeroptera","Heptageniidae",1,1
"264","2/20/2022","SM",2,4,1,"Ephemeroptera","Heptageniidae",1,1
"265","2/20/2022","SM",2,4,1,"Ephemeroptera","Heptageniidae",1,1
"266","2/20/2022","SM",2,4,1,"Plecoptera","Perlodidae",1,5
"267","2/20/2022","SM",2,4,1,"Plecoptera","Perlodidae",1,1
"268","2/20/2022","SM",2,4,1,"Plecoptera","Perlodidae",1,1
"269","2/20/2022","SM",4,4,2,"Trichoptera","Brachycentridae",1,1
"270","2/20/2022","SM",4,4,2,"Trichoptera","Brachycentridae",1,5
"271","2/20/2022","SM",4,4,2,"Ephemeroptera","Neoephemeridae",1,5
"272","2/20/2022","SM",4,4,2,"Ephemeroptera","Neoephemeridae",1,5
